|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file
309|2D|1907|Oil|Canvas|Yes|21.63 x 18.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6c588cd095fe2b87056e379085e9887b.jpg|Portrait aux cheveux bouclés, pull marin (Allan Stein)|HENRI MATISSE|May 12, 2016|800,000 - 1,200,000 USD|1,745,000 USD|images/henri_matisse/6c588cd095fe2b87056e379085e9887b.jpg
310|2D|1936|Charcoal, Estompe|Paper|Yes|25 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/036696a0b053b1ce0e515c90c166fa04.jpg|NU DEBOUT|HENRI MATISSE|May 10, 2016|300,000 - 500,000 USD|Unsold|images/henri_matisse/036696a0b053b1ce0e515c90c166fa04.jpg
311|2D|1939|Pencil|Paper|Yes|37 x 26.1 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/18db589812a1d68ce23aac41efe74b89.jpg|Femme à la voilette assise sur un siège african|HENRI MATISSE|Feb 4, 2016|0 - 0 USD|19,533 USD|images/henri_matisse/18db589812a1d68ce23aac41efe74b89.jpg
312|2D|1931|Pen, Ink|Paper|Yes|28.3 x 38 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fd31cdd8e33d81dab4ca4f4415daf448.jpg|Jeune femme, robe juive, fauteuil Turc|HENRI MATISSE|Feb 4, 2016|117,040 - 175,560 USD|137,156 USD|images/henri_matisse/fd31cdd8e33d81dab4ca4f4415daf448.jpg
313|2D|1943|Pencil|Paper|Yes|52.8 x 40.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2a66a55cdb1da82186691eab38aa51c7.jpg|Tête|HENRI MATISSE|Feb 4, 2016|0 - 0 USD|62,151 USD|images/henri_matisse/2a66a55cdb1da82186691eab38aa51c7.jpg
314|2D|1923|Oil|Canvas|Yes|65 x 81 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bdaeada773559b51d43b887472d20358.jpg|LA LEÇON DE PIANO|HENRI MATISSE|Feb 3, 2016|17,415,600 - 26,123,400 USD|15,658,075 USD|images/henri_matisse/bdaeada773559b51d43b887472d20358.jpg
315|2D|1945|Pencil|Paper|Yes|20.75 x 15.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b722fd0f3b466f2a10aef6cfca699646.jpg|La religieuse portugaise|HENRI MATISSE|Feb 3, 2016|43,539 - 72,565 USD|43,539 USD|images/henri_matisse/b722fd0f3b466f2a10aef6cfca699646.jpg
316|2D|1939|Charcoal|Paper|Yes|20.5 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bfe53cfaa2e57877afb9de244da33019.jpg|Etude pour La France|HENRI MATISSE|Feb 2, 2016|359,850 - 503,790 USD|383,600 USD|images/henri_matisse/bfe53cfaa2e57877afb9de244da33019.jpg
317|2D|1944|Pen, India Ink|Paper|Yes|20.75 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9a74123b08304970cdf091c0ab1778c2.jpg|Femme à la nature morte|HENRI MATISSE|Nov 13, 2015|120,000 - 180,000 USD|118,750 USD|images/henri_matisse/9a74123b08304970cdf091c0ab1778c2.jpg
318|2D|1928|Pen, India Ink|Paper|Yes|9.5 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f3dd7e3833124bbc836fd4dc94489e03.jpg|Nu allongé|HENRI MATISSE|Nov 13, 2015|40,000 - 60,000 USD|81,250 USD|images/henri_matisse/f3dd7e3833124bbc836fd4dc94489e03.jpg
319|2D|1937|Pen, India Ink|Paper|Yes|15.13 x 11.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d7995d25fbd14627816d4f58c8ff58f5.jpg|Portrait de femme|HENRI MATISSE|Nov 13, 2015|80,000 - 120,000 USD|149,000 USD|images/henri_matisse/d7995d25fbd14627816d4f58c8ff58f5.jpg
320|2D|1950|Pen, India Ink|Paper|Yes|20.75 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f6e9f4d8d03a054caec7e1561b50fc6c.jpg|Sirène|HENRI MATISSE|Nov 13, 2015|80,000 - 120,000 USD|100,000 USD|images/henri_matisse/f6e9f4d8d03a054caec7e1561b50fc6c.jpg
321|2D|1939|Charcoal, Estompe|Paper|Yes|24 x 16.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2ee5cd6b0831e14d2981ebc9a98845a2.jpg|Étude pour La Dormeuse (Le Rêve)|HENRI MATISSE|Nov 12, 2015|700,000 - 1,000,000 USD|3,805,000 USD|images/henri_matisse/2ee5cd6b0831e14d2981ebc9a98845a2.jpg
322|2D|1901|Oil|Canvas|Yes|31.88 x 23.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0cfbd78b0667d6633cf3bcf4e47e2dfc.jpg|Nu à la serviette blanche|HENRI MATISSE|Nov 12, 2015|3,500,000 - 4,500,000 USD|9,125,000 USD|images/henri_matisse/0cfbd78b0667d6633cf3bcf4e47e2dfc.jpg
323|2D|1940|Pencil|Paper|Yes|11.5 x 9.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d9921160486eace11cfb9643505bbbe5.jpg|Nu de plein pied assis sur une colonne|HENRI MATISSE|Nov 6, 2015|50,000 - 70,000 USD|68,750 USD|images/henri_matisse/d9921160486eace11cfb9643505bbbe5.jpg
324|2D|1944|Charcoal, Estompe|Paper|Yes|24.5 x 18.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/73994bba9342b859b36c5be0c1bd03ab.jpg|FEMME AU FAUTEUIL|HENRI MATISSE|Nov 5, 2015|400,000 - 600,000 USD|370,000 USD|images/henri_matisse/73994bba9342b859b36c5be0c1bd03ab.jpg
325|2D|1915|Charcoal, Estompe|Paper|Yes|29.625 x 22.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/17a18a0f43f325b11130e32981d9943b.jpg|NATURE MORTE AU LIERRE|HENRI MATISSE|Nov 5, 2015|400,000 - 600,000 USD|Unsold|images/henri_matisse/17a18a0f43f325b11130e32981d9943b.jpg
326|2D|1927|Pencil|Paper|Yes|15 x 10.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a1b4483be5cfa883b74b2674a46c575c.jpg|Odalisque au fauteuil turc|HENRI MATISSE|Nov 5, 2015|150,000 - 250,000 USD|298,000 USD|images/henri_matisse/a1b4483be5cfa883b74b2674a46c575c.jpg
327|2D|1918|Oil|Canvas|Yes|29 x 21.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/1db414264349884bba2c6583ce6e406e.jpg|MLLE. MATISSE EN MANTEAU ÉCOSSAIS|HENRI MATISSE|Nov 4, 2015|12,000,000 - 18,000,000 USD|13,690,000 USD|images/henri_matisse/1db414264349884bba2c6583ce6e406e.jpg
328|2D|1918|Oil|Canvas|Yes|29 x 21.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0930604f155a32d707880682f32f2b10.jpg|Mlle. Matisse en manteau écossais|HENRI MATISSE|Nov 4, 2015|12,000,000 - 18,000,000 USD|13,690,000 USD|images/henri_matisse/0930604f155a32d707880682f32f2b10.jpg
329|2D|1948|Brush, Ink|Paper|Yes|33.1 x 24 x 9.38 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e7a265540127a22d4309e93a1c2b50b5.jpg|Grenade|HENRI MATISSE|Jun 25, 2015|23,589 - 31,452 USD|31,452 USD|images/henri_matisse/e7a265540127a22d4309e93a1c2b50b5.jpg
330|2D||Pencil|Paper|Yes|33 x 26 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d7d76f0a4c72c06aabed72954d25e7f6.jpg|L'éventail de Mademoiselle Mallarmé|HENRI MATISSE|Jun 25, 2015|39,315 - 55,041 USD|45,212 USD|images/henri_matisse/d7d76f0a4c72c06aabed72954d25e7f6.jpg
331|2D|1900|Oil|Board|Yes|25 x 35.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/501afa13fff1f5ebee4f42604ee53b6e.jpg|Les boules de neige|HENRI MATISSE|Jun 25, 2015|393,150 - 550,410 USD|536,256 USD|images/henri_matisse/501afa13fff1f5ebee4f42604ee53b6e.jpg
332|2D|1900|Oil|Board|Yes|25 x 35.6 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/00a0e63e1dda044e601da3fda7a049a1.jpg|LES BOULES DE NEIGE|HENRI MATISSE|Jun 25, 2015|393,150 - 550,410 USD|536,256 USD|images/henri_matisse/00a0e63e1dda044e601da3fda7a049a1.jpg
333|2D|1935|Charcoal, Crayon|Paper|Yes|48 x 33.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9a1440fe8dfdaa3db709bb4b246f7aff.jpg|NU ASSIS|HENRI MATISSE|Jun 25, 2015|235,890 - 314,520 USD|Unsold|images/henri_matisse/9a1440fe8dfdaa3db709bb4b246f7aff.jpg
334|2D|1919|Oil|Canvas|Yes|40.9 x 27.1 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/40233582ef0eb3e7c385ca8ae5603b79.jpg|Portrait d'Yvonne|HENRI MATISSE|Jun 25, 2015|550,410 - 864,930 USD|573,999 USD|images/henri_matisse/40233582ef0eb3e7c385ca8ae5603b79.jpg
335|2D|1919|Oil|Canvas|Yes|40.9 x 27.1 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c58bffac73ae822bae5d86c66f682375.jpg|PORTRAIT D'YVONNE|HENRI MATISSE|Jun 25, 2015|550,410 - 864,930 USD|573,999 USD|images/henri_matisse/c58bffac73ae822bae5d86c66f682375.jpg
336|2D||Pen, Ink|Paper|Yes|32.9 x 25.4 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4ce48a0420ecc5163222831c91cf6d23.jpg|Portrait de femme|HENRI MATISSE|Jun 25, 2015|78,630 - 110,082 USD|94,356 USD|images/henri_matisse/4ce48a0420ecc5163222831c91cf6d23.jpg
337|2D|1947|Brush, Ink|Paper|Yes|54.6 x 38 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d2ebec520937ef916de26a3242ad73d4.jpg|Tête, Marie José|HENRI MATISSE|Jun 25, 2015|393,150 - 550,410 USD|724,968 USD|images/henri_matisse/d2ebec520937ef916de26a3242ad73d4.jpg
338|2D|1919|Oil|Canvasboard|Yes|23.7 x 19 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aed7d1379e7da5ff746f40500a588d76.jpg|FEMME À L'OMBRELLE|HENRI MATISSE|Jun 24, 2015|2,047,890 - 2,520,480 USD|3,316,006 USD|images/henri_matisse/aed7d1379e7da5ff746f40500a588d76.jpg
339|2D|1919|Oil|Canvasboard|Yes|23.7 x 19 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d75f9270c8f151cb90356abdbed167a2.jpg|Femme à l'ombrelle|HENRI MATISSE|Jun 24, 2015|2,047,890 - 2,520,480 USD|3,316,006 USD|images/henri_matisse/d75f9270c8f151cb90356abdbed167a2.jpg
340|2D|1919|Oil|Canvasboard|Yes|41 x 33 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2e04006643469a724cf9e63b7969f496.jpg|FEMME À L'OMBRELLE VERTE|HENRI MATISSE|Jun 24, 2015|2,205,420 - 2,835,540 USD|2,843,416 USD|images/henri_matisse/2e04006643469a724cf9e63b7969f496.jpg
341|2D|1919|Oil|Canvasboard|Yes|41 x 33 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9c296a282d606544aee030df2473d5e8.jpg|Femme à l'ombrelle verte|HENRI MATISSE|Jun 24, 2015|2,205,420 - 2,835,540 USD|2,843,416 USD|images/henri_matisse/9c296a282d606544aee030df2473d5e8.jpg
342|2D|1940|Conte crayon|Paper|Yes|17.75 x 13.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/021a254aadd7940e9644e2e2499d8ae5.jpg|Jeune fille souriante|HENRI MATISSE|Jun 24, 2015|78,765 - 110,271 USD|98,456 USD|images/henri_matisse/021a254aadd7940e9644e2e2499d8ae5.jpg
343|2D|1945|Crayon|Paper|Yes|16 x 20.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/70e830ed086740403b55257e90af2a52.jpg|Autoportrait|HENRI MATISSE|May 15, 2015|250,000 - 350,000 USD|257,000 USD|images/henri_matisse/70e830ed086740403b55257e90af2a52.jpg
344|2D|1905|Watercolor|Paper|Yes|6 x 9.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3fa63dad9d30bcddab54eff526048341.jpg|Bateaux à Collioure|HENRI MATISSE|May 15, 2015|250,000 - 350,000 USD|233,000 USD|images/henri_matisse/3fa63dad9d30bcddab54eff526048341.jpg
345|2D|1928|Pencil|Paper|Yes|9.5 x 12.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9c5db4e741aa730aa834160c8c5c063d.jpg|Femme assise dans un intérieur|HENRI MATISSE|May 15, 2015|30,000 - 50,000 USD|52,500 USD|images/henri_matisse/9c5db4e741aa730aa834160c8c5c063d.jpg
346|2D|1945|Charcoal, Estompe|Paper|Yes|20.75 x 15.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f17c25a2300c9504fe181108a9148c62.jpg|Femme lisant|HENRI MATISSE|May 15, 2015|120,000 - 180,000 USD|161,000 USD|images/henri_matisse/f17c25a2300c9504fe181108a9148c62.jpg
347|2D|1948|Pen, India Ink|Paper|Yes|13 x 9.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d169ceb144ae2b706e660251a5d47c38.jpg|Feuillage|HENRI MATISSE|May 15, 2015|18,000 - 25,000 USD|40,000 USD|images/henri_matisse/d169ceb144ae2b706e660251a5d47c38.jpg
348|2D|1949|Charcoal, Estompe|Paper|Yes|16 x 12.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/89887434acc723ec0c65b5e604f91eb9.jpg|Tête de femme|HENRI MATISSE|May 15, 2015|300,000 - 500,000 USD|647,000 USD|images/henri_matisse/89887434acc723ec0c65b5e604f91eb9.jpg
349|2D|1918|Oil|Canvas|Yes|8.75 x 10.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/539ac750a8e42cb68d66a2ead07c6837.jpg|Nature morte|HENRI MATISSE|May 14, 2015|700,000 - 1,000,000 USD|1,445,000 USD|images/henri_matisse/539ac750a8e42cb68d66a2ead07c6837.jpg
350|2D|1919|Pencil|Paper, Wove paper|Yes|14.5 x 10.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c2f42d00f8fa50a2bb5147a73d368913.jpg|Femme assise|HENRI MATISSE|May 6, 2015|60,000 - 80,000 USD|118,750 USD|images/henri_matisse/c2f42d00f8fa50a2bb5147a73d368913.jpg
351|2D|1943|Charcoal, Estompe|Paper|Yes|18.875 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/376ddbbc2940bd56e6b6dcf983834c46.jpg|FEMME ASSISE (MICHAELA)|HENRI MATISSE|May 6, 2015|300,000 - 500,000 USD|Unsold|images/henri_matisse/376ddbbc2940bd56e6b6dcf983834c46.jpg
352|2D|1929|Sanguine, Estompe|Paper|Yes|19.13 x 12.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f077f4441bd077af822f4effbdc05b1d.jpg|Femme au collier de perles|HENRI MATISSE|May 6, 2015|150,000 - 250,000 USD|162,500 USD|images/henri_matisse/f077f4441bd077af822f4effbdc05b1d.jpg
353|2D|1905|Watercolor, Pencil|Paper|Yes|8.25 x 10.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/420a3d16e38357a9dc9ba81f5ccdec3a.jpg|FEMME NUE ALLONGÉE|HENRI MATISSE|May 6, 2015|40,000 - 60,000 USD|75,000 USD|images/henri_matisse/420a3d16e38357a9dc9ba81f5ccdec3a.jpg
354|2D|1905|Watercolor, Pencil|Paper|Yes|8.25 x 10.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6395e548d99c0bd824a229dd106fe423.jpg|Femme nue allongée|HENRI MATISSE|May 6, 2015|40,000 - 60,000 USD|75,000 USD|images/henri_matisse/6395e548d99c0bd824a229dd106fe423.jpg
355|2D|1928|Pen, Ink|Paper|Yes|12.75 x 19.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/be43907ad14d4b3135e905d018841f61.jpg|Le Repos des modèles, fond ornemental et damier|HENRI MATISSE|May 6, 2015|70,000 - 90,000 USD|97,500 USD|images/henri_matisse/be43907ad14d4b3135e905d018841f61.jpg
356|2D|1946|Pen, Ink|Paper|Yes|16.88 x 21.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/82c62982533228442d4b21718b9f70a1.jpg|Nature morte aux fleurs|HENRI MATISSE|May 6, 2015|150,000 - 250,000 USD|162,500 USD|images/henri_matisse/82c62982533228442d4b21718b9f70a1.jpg
357|2D|1946|Oil|Canvas|Yes|25.5 x 32 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e732c6ea19768043b8fe88a7713203e5.jpg|Anémones et grenades|HENRI MATISSE|May 5, 2015|5,000,000 - 7,000,000 USD|6,074,000 USD|images/henri_matisse/e732c6ea19768043b8fe88a7713203e5.jpg
358|2D|1946|Oil|Canvas|Yes|25.5 x 32 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/0d910050645b9416b4f82f48383f59dd.jpg|ANÉMONES ET GRENADES|HENRI MATISSE|May 5, 2015|5,000,000 - 7,000,000 USD|6,074,000 USD|images/henri_matisse/0d910050645b9416b4f82f48383f59dd.jpg
359|2D|1919|Oil|Canvas|Yes|18.75 x 15.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2986ad22656efb1e6d279ef1c2c4122d.jpg|NU ACCOUDÉ|HENRI MATISSE|May 5, 2015|1,200,000 - 1,800,000 USD|Unsold|images/henri_matisse/2986ad22656efb1e6d279ef1c2c4122d.jpg
360|2D|1924|Ink|Laid Paper|Yes|18.13 x 12 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/37a0a0f5dedb7ea58ac9ceec6e5027f2.jpg|Portrait du pianiste Henri Gil-Marchex|HENRI MATISSE|Mar 26, 2015|5,486 - 7,681 USD|23,317 USD|images/henri_matisse/37a0a0f5dedb7ea58ac9ceec6e5027f2.jpg
361|2D|1951|Charcoal|Paper|Yes|20.25 x 13.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8b80dcfd2fcfd5fe7a8ec4d17a24700b.jpg|Visage féminin|HENRI MATISSE|Mar 26, 2015|87,784 - 131,676 USD|159,657 USD|images/henri_matisse/8b80dcfd2fcfd5fe7a8ec4d17a24700b.jpg
362|2D|1949|Pen, Ink|Paper|Yes|40 x 52 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dcc7a6d50a71d2de5f46db23c3303af5.jpg|Christiana|HENRI MATISSE|Mar 10, 2015|34,623 - 46,165 USD|52,727 USD|images/henri_matisse/dcc7a6d50a71d2de5f46db23c3303af5.jpg
363|2D|1932|Pencil|Paper|Yes|12.75 x 9.88 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/546ccfd6ad7c44e1fc0c723e050ab6b2.jpg|Femme endormi|HENRI MATISSE|Feb 5, 2015|122,000 - 183,000 USD|131,912 USD|images/henri_matisse/546ccfd6ad7c44e1fc0c723e050ab6b2.jpg
364|2D|1922|Pencil|Paper|Yes|10.5 x 8.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c3171eaca9dd69e91cd6b9828e81f360.jpg|Portrait de Marguerite|HENRI MATISSE|Feb 5, 2015|12,200 - 18,300 USD|26,687 USD|images/henri_matisse/c3171eaca9dd69e91cd6b9828e81f360.jpg
365|2D|1942|Oil|Canvas|Yes|25.63 x 18.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6d5ff86254cc055cf1a04fb4ec5b674f.jpg|Jeune fille en robe blanche, assise près de la fenêtre|HENRI MATISSE|Feb 4, 2015|2,741,220 - 3,807,250 USD|3,025,240 USD|images/henri_matisse/6d5ff86254cc055cf1a04fb4ec5b674f.jpg
366|2D|1918|Oil|Canvasboard|Yes|33 x 41 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/85626205e0f63f4a4588b617d2291b4b.jpg|PAYSAGE À MAINTENON|HENRI MATISSE|Feb 4, 2015|182,748 - 243,664 USD|446,209 USD|images/henri_matisse/85626205e0f63f4a4588b617d2291b4b.jpg
367|2D|1923|Oil|Canvas|Yes|38.5 x 46.8 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/def181011a8fd118fb097e281554ad8e.jpg|PETIT PAYSAGE DU MIDI|HENRI MATISSE|Feb 4, 2015|274,122 - 380,725 USD|592,408 USD|images/henri_matisse/def181011a8fd118fb097e281554ad8e.jpg
368|2D|1936|Charcoal, Estompe|Paper|Yes|40.4 x 60.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b8c1a394bc416f18e71fb04418172dc2.jpg|FEMME ALLONGÉE|HENRI MATISSE|Feb 3, 2015|1,056,230 - 1,508,900 USD|1,546,622 USD|images/henri_matisse/b8c1a394bc416f18e71fb04418172dc2.jpg
369|2D|1919|Oil|Canvas|Yes|46.5 x 65.7 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b128b8a2740d933b7ac1641690969134.jpg|INTERIÉUR À NICE, FEMME ASSISE AVEC UN LIVRE|HENRI MATISSE|Feb 3, 2015|5,281,150 - 7,544,500 USD|3,942,755 USD|images/henri_matisse/b128b8a2740d933b7ac1641690969134.jpg
370|2D|1942|Oil|Canvas|Yes|38 x 46 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a5b7902f591e2e1bcf2e655756b81b8e.jpg|ODALISQUE AU FAUTEUIL NOIR|HENRI MATISSE|Feb 3, 2015|13,580,100 - 18,106,800 USD|23,884,378 USD|images/henri_matisse/a5b7902f591e2e1bcf2e655756b81b8e.jpg
371|2D|1935|Pencil|Paper|Yes|9.88 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9f2204c58bed778e90c41fdd491ba2cb.jpg|Buste de femme au chapeau|HENRI MATISSE|Nov 6, 2014|40,000 - 60,000 USD|62,500 USD|images/henri_matisse/9f2204c58bed778e90c41fdd491ba2cb.jpg
372|2D|1935|Pencil|Paper|Yes|9.88 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3b4616f7e8af21023726366cd8f97a44.jpg|Femme au chapeau avec noeud|HENRI MATISSE|Nov 6, 2014|50,000 - 70,000 USD|112,500 USD|images/henri_matisse/3b4616f7e8af21023726366cd8f97a44.jpg
373|2D|1945|Crayon|Paper|Yes|16.5 x 12.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e9fd4cc893d146f24cf8eb660cc9017e.jpg|Femme au turban (Lydia)|HENRI MATISSE|Nov 6, 2014|40,000 - 60,000 USD|56,250 USD|images/henri_matisse/e9fd4cc893d146f24cf8eb660cc9017e.jpg
374|2D|1921|Charcoal, Estompe|Paper|Yes|19.88 x 12.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8ce2ce550be73be0f7ee0138a1700e93.jpg|Les deux musiciennes|HENRI MATISSE|Nov 6, 2014|150,000 - 250,000 USD|197,000 USD|images/henri_matisse/8ce2ce550be73be0f7ee0138a1700e93.jpg
375|2D|1920|Pencil|Paper|Yes|9.75 x 12.63 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/de6643744ca0e54edc8f936444247cc5.jpg|Nu allongé (Odalisque)|HENRI MATISSE|Nov 6, 2014|50,000 - 70,000 USD|56,250 USD|images/henri_matisse/de6643744ca0e54edc8f936444247cc5.jpg
376|2D|1951|Charcoal|Paper|Yes|16 x 10.38 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/438fec785ac8b1665ec0c498d6c533b4.jpg|Tête|HENRI MATISSE|Nov 6, 2014|40,000 - 60,000 USD|85,000 USD|images/henri_matisse/438fec785ac8b1665ec0c498d6c533b4.jpg
377|2D|1951|Crayon|Paper|Yes|20.625 x 15.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/441863fdb0430a3c80fdbde68e783325.jpg|DOUCIA|HENRI MATISSE|Nov 5, 2014|80,000 - 120,000 USD|Unsold|images/henri_matisse/441863fdb0430a3c80fdbde68e783325.jpg
378|2D|1943|Charcoal|Paper|Yes|15 x 22.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/66a20b0c94df341ecf47920742eb0ab8.jpg|NU ALLONGÉ|HENRI MATISSE|Nov 5, 2014|300,000 - 500,000 USD|329,000 USD|images/henri_matisse/66a20b0c94df341ecf47920742eb0ab8.jpg
379|2D|1936|Oil|Canvas|Yes|18.13 x 15 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fd0e8ec74c2212497796f6c4fcd75415.jpg|Nu assis, fond bleu|HENRI MATISSE|Nov 5, 2014|4,000,000 - 6,000,000 USD|5,429,000 USD|images/henri_matisse/fd0e8ec74c2212497796f6c4fcd75415.jpg
380|2D||Charcoal|Paper|Yes|25.625 x 19.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/56b3599fde88a56699236c9871a0e3c7.jpg|NU DEBOUT|HENRI MATISSE|Nov 4, 2014|300,000 - 500,000 USD|605,000 USD|images/henri_matisse/56b3599fde88a56699236c9871a0e3c7.jpg
381|2D|1943|Gouache, Brush, India Ink|Paper Cutouts , Paper|Yes|14.13 x 10.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/56d9c6bc5551998918f28c3404a287e2.jpg|De la couleur (maquette pour Verve)|HENRI MATISSE|Jun 25, 2014|424,275 - 593,985 USD|350,451 USD|images/henri_matisse/56d9c6bc5551998918f28c3404a287e2.jpg
382|2D|1935|Pencil|Paper|Yes|9.88 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2fc233d520aedf599d0f1d519e1890c1.jpg|Femme au chapeau|HENRI MATISSE|Jun 25, 2014|33,942 - 50,913 USD|84,855 USD|images/henri_matisse/2fc233d520aedf599d0f1d519e1890c1.jpg
383|2D|1922|Charcoal, Estompe|Paper|Yes|20.13 x 16 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ec26bd8d5d9c13e7bbee83f20d5ead9d.jpg|Figure au tapis Scutari|HENRI MATISSE|Jun 25, 2014|509,130 - 848,550 USD|574,468 USD|images/henri_matisse/ec26bd8d5d9c13e7bbee83f20d5ead9d.jpg
384|2D|1947|Charcoal, Estompe|Paper|Yes|20.88 x 16.13 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8fee976f5d4aecfd24d92f1b9767e075.jpg|Nu assis|HENRI MATISSE|Jun 25, 2014|203,652 - 305,478 USD|411,546 USD|images/henri_matisse/8fee976f5d4aecfd24d92f1b9767e075.jpg
385|2D|1921|Oil|Canvas|Yes|23.63 x 28.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7fb05c2f3666324ecc93857e7780990f.jpg|L'artiste et le modèle nu|HENRI MATISSE|Jun 24, 2014|11,893,700 - 16,991,000 USD|11,558,127 USD|images/henri_matisse/7fb05c2f3666324ecc93857e7780990f.jpg
386|2D|1950|Charcoal, Estompe|Paper|Yes|61.4 x 41.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/209c438feb599356fe61c2040d90e7c2.jpg|NU DEBOUT|HENRI MATISSE|Jun 24, 2014|84,955 - 101,946 USD|Unsold|images/henri_matisse/209c438feb599356fe61c2040d90e7c2.jpg
