|Category|Year Created|Surface|Substrate|Signature|Image Size|img_url|Title|Artist Name|Date of Sale|Est|Sold|image_file|Medium
80|2D||Oil|Canvas|Unknown|31.75 x 25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|La Bascule|JEAN-HONORÉ FRAGONARD|Sep 21, 2000|567 - 851 USD|751 USD|images/jean-honoré_fragonard/beac2092aad7c91227aeb0a9e23c1418.jpg|
81|2D||Oil|Canvas|Unknown|34 x 30.25 inch||ELEGANT MUSICIANS IN A CLASSICAL GARDEN LANDSCAPE|JEAN-HONORÉ FRAGONARD|Sep 8, 2000|800 - 1,200 USD|1,150 USD||
82|2D||Oil|Canvas|Unknown|32.25 x 59 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/fe44fa6b3b98759ec21422c369359f96.jpg|Personifications of Literature; Painting; Music; and Sculpture|JEAN-HONORÉ FRAGONARD|May 23, 2000|35,000 - 50,000 USD|49,350 USD|images/jean-honoré_fragonard/fe44fa6b3b98759ec21422c369359f96.jpg|
83|2D||Oil|Canvas|Unknown|9.5 x 12.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5337820081cbd26e3aed7253df1afc49.jpg|The Visitation|JEAN-HONORÉ FRAGONARD|May 23, 2000|150,000 - 250,000 USD|292,000 USD|images/jean-honoré_fragonard/5337820081cbd26e3aed7253df1afc49.jpg|
84|2D||Oil|Canvas|Unknown|17.75 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/291a4a1fd7ccda8d68b3bf67e61f76f5.jpg|Manner of Jean-Honore Fragonard|JEAN-HONORÉ FRAGONARD|May 4, 2000|2,306 - 3,075 USD|2,709 USD|images/jean-honoré_fragonard/291a4a1fd7ccda8d68b3bf67e61f76f5.jpg|
85|2D||Pencil, Watercolour|Paper|Unknown|12 x 8 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|The young angler|JEAN-HONORÉ FRAGONARD|Feb 3, 2000|320 - 480 USD|368 USD|images/jean-honoré_fragonard/beac2092aad7c91227aeb0a9e23c1418.jpg|
86|2D|1774|Black Chalk, Pen, Brown ink, Brown Wash|Paper|Unknown|11.125 x 13.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3e5ba876577c85c856f7224259ee9cb4.jpg|A view of Posilipo, near Naples, with pleasure boats in the foreground|JEAN-HONORÉ FRAGONARD|Jan 28, 2000|15,000 - 20,000 USD|40,250 USD|images/jean-honoré_fragonard/3e5ba876577c85c856f7224259ee9cb4.jpg|
87|2D||Black Chalk, Wash|Paper|Unknown|15.5 x 9.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6e288843132224ec7f4cf6d6cdf779ca.jpg|"Returning
 to their cave, the brigands discover Orlando with Isabella and Gabrina,
 from Ariosto's Orlando Furioso, Canto XIII, 32-33"|JEAN-HONORÉ FRAGONARD|Jan 28, 2000|40,000 - 60,000 USD|43,700 USD|images/jean-honoré_fragonard/6e288843132224ec7f4cf6d6cdf779ca.jpg|
0|2D|1912|Oil|Canvas|Unknown|24.25 x 33 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2176c5456d2ac0e949fb57745ce0448f.jpg|Setting the Table|KNUD SINDING AARHUS|Jan 26, 2020|500 - 700 USD|1,500 USD|images/knud_sinding_aarhus/2176c5456d2ac0e949fb57745ce0448f.jpg|
1|2D|1922|Oil|Canvas|Unknown|81.5 x 111.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d08002e29c4def036bee0be14ea5c91a.jpg|Company studying the Bible in an interior|KNUD SINDING AARHUS|Apr 16, 2019|1,708 - 2,277 USD|2,072 USD|images/knud_sinding_aarhus/d08002e29c4def036bee0be14ea5c91a.jpg|
2|2D|1912|Oil|Canvas|Yes|24.25 x 33 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/34a7b141e07c2472a8442d7546637f47.jpg|Setting the table|KNUD SINDING AARHUS|Dec 7, 2000|2,599 - 3,610 USD|2,544 USD|images/knud_sinding_aarhus/34a7b141e07c2472a8442d7546637f47.jpg|
0|2D|1966|Ink, Wash|Paper|Yes|20.9 x 34 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c4605b6abe42866d36df0f4b3078d0d8.jpg|Untitled (Bull); Untitled (Boat Race)|ZAINUL ABEDIN|Sep 23, 2020|5,000 - 7,000 USD|Unsold|images/zainul_abedin/c4605b6abe42866d36df0f4b3078d0d8.jpg|
1|2D|1971|Watercolor|Card|Yes|15.25 x 10.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/62853f12bf00b66e6f9b60e31827710c.jpg|Untitled (Civil War)|ZAINUL ABEDIN|Jul 22, 2020|6,000 - 8,000 USD|27,500 USD|images/zainul_abedin/62853f12bf00b66e6f9b60e31827710c.jpg|
2|2D|1969|Oil|Canvas|Yes|38.875 x 50 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e06acc4e20d4b095f421cc11fd0d5894.jpg|Untitled (Couple)|ZAINUL ABEDIN|Sep 11, 2019|100,000 - 150,000 USD|Unsold|images/zainul_abedin/e06acc4e20d4b095f421cc11fd0d5894.jpg|
3|2D|1970|Oil|Canvas|Yes|40.75 x 30.375 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e583863716bccff9f1a155557c4bf6f5.jpg|FISHERMEN|ZAINUL ABEDIN|Mar 18, 2019|80,000 - 120,000 USD|150,000 USD|images/zainul_abedin/e583863716bccff9f1a155557c4bf6f5.jpg|
4|2D|1969|Oil|Canvas|Yes|61 x 27 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/81860ba608cb52082ee73c484670bfee.jpg|Untitled (Santhal Women)|ZAINUL ABEDIN|Sep 12, 2018|30,000 - 50,000 USD|187,500 USD|images/zainul_abedin/81860ba608cb52082ee73c484670bfee.jpg|
5|2D||Watercolour|Paper|Yes|51 x 61 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/297e5418c5df7dede0abf263840a46d3.jpg|Untitled (Landscape with Figures)|ZAINUL ABEDIN|Nov 22, 2016|18,643 - 31,072 USD|Unsold|images/zainul_abedin/297e5418c5df7dede0abf263840a46d3.jpg|
6|2D|1943|Watercolour|Paper|Yes|25 x 36 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/914493f98f7b948f0a0266eedad2ed7d.jpg|Untitled|ZAINUL ABEDIN|Jun 11, 2015|9,274 - 12,366 USD|Unsold|images/zainul_abedin/914493f98f7b948f0a0266eedad2ed7d.jpg|
7|2D|1955|Watercolor|Paper|Yes|22 x 26.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/192367c25a341a2926c84f531b60f73b.jpg|Rangamoti|ZAINUL ABEDIN|Sep 13, 2011|12,000 - 18,000 USD|13,750 USD|images/zainul_abedin/192367c25a341a2926c84f531b60f73b.jpg|
8|2D|1955|Watercolor|Paper|Yes|21.875 x 24.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d0583c73312442578a67387f3fee912d.jpg|Untitled (Two Children)|ZAINUL ABEDIN|Mar 23, 2011|15,000 - 20,000 USD|27,500 USD|images/zainul_abedin/d0583c73312442578a67387f3fee912d.jpg|
9|2D|1953|Watercolor|Mounted paper, Board|Yes|22.125 x 29.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/5d4afc371f08030984dc632eaf67054a.jpg|Untitled (Landscape)|ZAINUL ABEDIN|Sep 15, 2010|15,000 - 20,000 USD|35,000 USD|images/zainul_abedin/5d4afc371f08030984dc632eaf67054a.jpg|
10|2D|1953|Watercolor|Mounted paper, Board|Yes|22.375 x 29.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/beac2092aad7c91227aeb0a9e23c1418.jpg|Untitled|ZAINUL ABEDIN|Mar 23, 2010|10,000 - 15,000 USD|16,250 USD|images/zainul_abedin/beac2092aad7c91227aeb0a9e23c1418.jpg|
11|2D|1959|Watercolor|Paper|Yes|19.75 x 28.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7e526f07b14b540c3f541d0a1252db40.jpg|Untitled|ZAINUL ABEDIN|Sep 16, 2008|20,000 - 30,000 USD|25,000 USD|images/zainul_abedin/7e526f07b14b540c3f541d0a1252db40.jpg|
12|2D|1967|Ink, Pastel|Paper|Yes|22 x 32.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c9fd2d4092c1977f1c9362d09a88ddf7.jpg|Untitled|ZAINUL ABEDIN|Mar 20, 2008|8,000 - 12,000 USD|18,750 USD|images/zainul_abedin/c9fd2d4092c1977f1c9362d09a88ddf7.jpg|
13|2D|1968|Mixed Media|Paper|Yes|29.5 x 22 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bc0364579c3b7fb55ed8b78aa084499e.jpg|Untitled (The Three Faces)|ZAINUL ABEDIN|Mar 21, 2007|10,000 - 15,000 USD|13,200 USD|images/zainul_abedin/bc0364579c3b7fb55ed8b78aa084499e.jpg|
14|2D||Watercolour|Paper|Yes|22.25 x 30 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d68d2044529a00ee49ba030a17ad3d7f.jpg|Boats|ZAINUL ABEDIN|May 24, 2006|20,000 - 30,000 USD|24,000 USD|images/zainul_abedin/d68d2044529a00ee49ba030a17ad3d7f.jpg|
0|2D|1993|Tempera, Gesso, Linen|Plywood|Yes|121 x 243 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/51e79433369bf3db7c6c135242deb04a.jpg|PARADISE|MERAB ABRAMISHVILI|Jun 2, 2020|30,574 - 42,804 USD|53,505 USD|images/merab_abramishvili/51e79433369bf3db7c6c135242deb04a.jpg|
1|2D|2001|Tempera|Linen, Board|Yes|29.25 x 31 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dc4b967835ec2fa83db94bde51c20e7a.jpg|Guardian angel|MERAB ABRAMISHVILI|Jun 5, 2017|10,328 - 15,493 USD|20,980 USD|images/merab_abramishvili/dc4b967835ec2fa83db94bde51c20e7a.jpg|
2|2D|2002|Tempera|Linen, Board|Yes|7.125 x 29.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/434f200150f4bbc251e3eaa7fffe5d49.jpg|The deer|MERAB ABRAMISHVILI|Jun 5, 2017|7,746 - 10,328 USD|7,746 USD|images/merab_abramishvili/434f200150f4bbc251e3eaa7fffe5d49.jpg|
3|2D|2001|Tempera|Canvas Board|Yes|15.875 x 29.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9335a96d6b30367e2ecbb768cf2d7fd5.jpg|Gethsemane|MERAB ABRAMISHVILI|Nov 28, 2016|9,929 - 14,894 USD|10,860 USD|images/merab_abramishvili/9335a96d6b30367e2ecbb768cf2d7fd5.jpg|
4|2D|2002|Tempera|Canvas Board|Yes|7.875 x 11.875 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/bfb027b0a740e108b0dc4ff123fef81a.jpg|Peacock|MERAB ABRAMISHVILI|Nov 28, 2016|3,723 - 6,206 USD|8,533 USD|images/merab_abramishvili/bfb027b0a740e108b0dc4ff123fef81a.jpg|
5|2D|1994|Tempera, Pencil|Panel|Yes|80 x 85 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d52375277c472b51c207e770417ec086.jpg|PIANO|MERAB ABRAMISHVILI|Dec 2, 2015|18,039 - 27,059 USD|37,582 USD|images/merab_abramishvili/d52375277c472b51c207e770417ec086.jpg|
6|2D|2005|Tempera, gold paint, Gesso|Board|Yes|32.5 x 33 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/95259f0d18b2fe45a83782181135a343.jpg|PARADISE|MERAB ABRAMISHVILI|Jun 2, 2015|9,136 - 12,181 USD|Unsold|images/merab_abramishvili/95259f0d18b2fe45a83782181135a343.jpg|
0|2D||Mixed Media|Paper|Yes|18 x 18 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/07631983b73d6c8e5d8e6a08e5c7bba3.jpg|Kachina Mask|TONY ABEYTA|Jun 13, 2020|1,000 - 2,000 USD|6,435 USD|images/tony_abeyta/07631983b73d6c8e5d8e6a08e5c7bba3.jpg|
1|2D||Oil, Mixed Media|Canvas|Yes|24 x 36 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/7520365032c8a518ddc1c9795cd57a96.jpg|Three Chanters|TONY ABEYTA|May 2, 2019|1,500 - 2,500 USD|6,875 USD|images/tony_abeyta/7520365032c8a518ddc1c9795cd57a96.jpg|
0|2D|1632|Oil|Oak Panel|Yes|21.8 x 16.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/aa2f281c872783c61a605c09b9834250.jpg|SELF-PORTRAIT OF THE ARTIST, HALF-LENGTH, WEARING A RUFF AND A BLACK HAT|REMBRANDT HARMENSZOON VAN RIJN|Jul 28, 2020|15,115,746 - 20,154,328 USD|18,327,086 USD|images/rembrandt_harmenszoon_van_rijn/aa2f281c872783c61a605c09b9834250.jpg|
1|2D||Oil|Canvas|Unknown||https://artbnk-art-resized-images.s3.amazonaws.com/w526/622e3e1b0c5f540a9c9479a693c642d3.jpg|A portrait of the artist|REMBRANDT HARMENSZOON VAN RIJN|Oct 29, 2019|15,000 - 20,000 USD|675,000 USD|images/rembrandt_harmenszoon_van_rijn/622e3e1b0c5f540a9c9479a693c642d3.jpg|
2|2D||Oil|Panel|Unknown|37.5 x 28 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/48b3f13a72a3788033f5c06ce9d53d3b.jpg|Portrait of a woman|REMBRANDT HARMENSZOON VAN RIJN|Sep 19, 2019|4,883 - 7,324 USD|11,444 USD|images/rembrandt_harmenszoon_van_rijn/48b3f13a72a3788033f5c06ce9d53d3b.jpg|
3|2D||Oil|Oak Panel|Unknown|74.2 x 59.9 cm||PORTRAIT OF A BEARDED MAN WEARING A BLACK CAP AND HOLDING A STAFF|REMBRANDT HARMENSZOON VAN RIJN|Jul 4, 2019|18,966 - 25,288 USD|41,093 USD||
4|2D||Oil|Panel|Unknown|24 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/008c9a65803586a0f947f469cc841476.jpg|A man in a fur coat and a feathered hat|REMBRANDT HARMENSZOON VAN RIJN|Dec 7, 2018|26,212 - 39,318 USD|40,956 USD|images/rembrandt_harmenszoon_van_rijn/008c9a65803586a0f947f469cc841476.jpg|
5|2D||Oil|Panel|Unknown|25.5 x 20.1 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f950e8c7ddd0dcbc9cdf1a1ffeb7a595.jpg|STUDY OF THE HEAD AND CLASPED HANDS OF A YOUNG MAN AS CHRIST IN PRAYER|REMBRANDT HARMENSZOON VAN RIJN|Dec 5, 2018|7,819,800 - 10,426,400 USD|12,356,326 USD|images/rembrandt_harmenszoon_van_rijn/f950e8c7ddd0dcbc9cdf1a1ffeb7a595.jpg|
6|2D||Oil|Panel|Unknown|25.2 x 18.3 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/428fc0a0e086ff1c994907bf968e446e.jpg|Portrait of Rembrandt Harmensz|REMBRANDT HARMENSZOON VAN RIJN|Oct 24, 2018|0 - 0 USD|1,901 USD|images/rembrandt_harmenszoon_van_rijn/428fc0a0e086ff1c994907bf968e446e.jpg|
7|2D||Oil|Canvas|Unknown|113.2 x 86.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/3848b876b134bfb5870d3f877307546a.jpg|Portrait of the aritst's wife|REMBRANDT HARMENSZOON VAN RIJN|Oct 24, 2018|0 - 0 USD|3,485 USD|images/rembrandt_harmenszoon_van_rijn/3848b876b134bfb5870d3f877307546a.jpg|
8|2D||Oil|Canvas|Yes|44 x 36 cm||PORTRAIT OF A YOUNG MAN WEARING A TURBAN|REMBRANDT HARMENSZOON VAN RIJN|Sep 13, 2018|1,914 - 2,553 USD|2,170 USD||
9|2D||Oil|Oak Panel|Yes|24.8 x 22 cm||SELF PORTRAIT|REMBRANDT HARMENSZOON VAN RIJN|Sep 13, 2018|1,276 - 1,914 USD|1,404 USD||
10|2D||Oil|Canvas|Unknown|43.5 x 34.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/651d2b59eca1e3ba0048486d937ba7c4.jpg|Manner of Rembrandt Harmensz. van Rijn|REMBRANDT HARMENSZOON VAN RIJN|Apr 19, 2018|8,000 - 12,000 USD|7,500 USD|images/rembrandt_harmenszoon_van_rijn/651d2b59eca1e3ba0048486d937ba7c4.jpg|
11|2D||Oil|Canvas|No|30 x 25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/478ff3c5cc46a6c75e7cf4551b0bc459.jpg|Portrait Head of Man in White Collar and Black Hat|REMBRANDT HARMENSZOON VAN RIJN|Mar 8, 2018|300 - 500 USD|800 USD|images/rembrandt_harmenszoon_van_rijn/478ff3c5cc46a6c75e7cf4551b0bc459.jpg|
12|2D||Oil|Canvas|Yes|13 x 18.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/ee4094aab36d1984b9a901d3899a3d32.jpg|Abraham Serving the Three Angels|REMBRANDT HARMENSZOON VAN RIJN|Jan 23, 2018|200 - 400 USD|225 USD|images/rembrandt_harmenszoon_van_rijn/ee4094aab36d1984b9a901d3899a3d32.jpg|
13|2D||Oil|Canvas|Unknown|43 x 32 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a31d78629e69e92aee35a215e25a99c2.jpg|Portrait of a bearded man in a turban|REMBRANDT HARMENSZOON VAN RIJN|Nov 15, 2017|0 - 0 USD|1,479 USD|images/rembrandt_harmenszoon_van_rijn/a31d78629e69e92aee35a215e25a99c2.jpg|
14|2D||Oil|Canvas|Yes|27.625 x 23.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/c5e579bd600cc61212fb6d559be8e740.jpg|An Old Bearded Man|REMBRANDT HARMENSZOON VAN RIJN|Jul 6, 2017|0 - 0 USD|2,723,028 USD|images/rembrandt_harmenszoon_van_rijn/c5e579bd600cc61212fb6d559be8e740.jpg|
15|2D||Oil|Oak Panel|Unknown|64.5 x 50.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/e9191d31a0a7582eb84d7379793ff825.jpg|PORTRAIT OF A YOUNG MAN IN PROFILE|REMBRANDT HARMENSZOON VAN RIJN|Jul 6, 2017|10,348 - 15,523 USD|Unsold|images/rembrandt_harmenszoon_van_rijn/e9191d31a0a7582eb84d7379793ff825.jpg|
16|2D||Oil|Oak Panel|Unknown|73 x 54 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/9577eb47046450c1d1b8d9dd9098249e.jpg|PORTRAIT OF AN OLD WOMAN HOLDING A SOUP BOWL|REMBRANDT HARMENSZOON VAN RIJN|May 3, 2017|3,879 - 6,465 USD|24,245 USD|images/rembrandt_harmenszoon_van_rijn/9577eb47046450c1d1b8d9dd9098249e.jpg|
17|2D||Oil|Canvas|Unknown|16.875 x 13.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/4a6665787c469df97587277982b76909.jpg|PORTRAIT OF A GENTLEMAN, BUST-LENGTH, IN BLACK WITH A WHITE COLLAR|REMBRANDT HARMENSZOON VAN RIJN|Jan 26, 2017|10,000 - 15,000 USD|Unsold|images/rembrandt_harmenszoon_van_rijn/4a6665787c469df97587277982b76909.jpg|
18|2D|1634|Oil|Tin|Unknown|9.25 x 7.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/386bbb4c3842a15a9df4ef8e018fa6fa.jpg|The Artist Wearing a Gorget|REMBRANDT HARMENSZOON VAN RIJN|Oct 26, 2016|800 - 1,200 USD|531 USD|images/rembrandt_harmenszoon_van_rijn/386bbb4c3842a15a9df4ef8e018fa6fa.jpg|
19|2D||Oil|Panel|No|11.75 x 9.75 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f98f4f0b10eef0535ebb6f55eba0806d.jpg|The Prophetess Hannah (Anna|REMBRANDT HARMENSZOON VAN RIJN|Jul 14, 2016|300 - 500 USD|369 USD|images/rembrandt_harmenszoon_van_rijn/f98f4f0b10eef0535ebb6f55eba0806d.jpg|
20|2D||Oil|Oak Panel|Unknown|64.5 x 50.5 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f99023a3541320ae0259084e562911be.jpg|PORTRAIT OF A YOUNG MAN IN PROFILE|REMBRANDT HARMENSZOON VAN RIJN|Jul 7, 2016|10,417 - 15,626 USD|13,022 USD|images/rembrandt_harmenszoon_van_rijn/f99023a3541320ae0259084e562911be.jpg|
21|2D||Oil|Canvas|Unknown|27 x 21 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d2912b0ed96d0576d46348f2e87edcba.jpg|Portrait of a seated woman with a book and spectacles|REMBRANDT HARMENSZOON VAN RIJN|May 18, 2016|2,183 - 3,639 USD|8,915 USD|images/rembrandt_harmenszoon_van_rijn/d2912b0ed96d0576d46348f2e87edcba.jpg|
22|2D||Oil|Oak Panel|Unknown|26.375 x 20.625 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/2748faa207caa940e38d56a42c4cc70f.jpg|Portrait of a young man, half-length, in a brown hat with a gold button|REMBRANDT HARMENSZOON VAN RIJN|May 18, 2016|2,183 - 3,639 USD|9,097 USD|images/rembrandt_harmenszoon_van_rijn/2748faa207caa940e38d56a42c4cc70f.jpg|
23|2D||Oil|Canvas|Unknown|27.75 x 22.5 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/98a723558da74e10b3f8ab38bc47b9a9.jpg|Untitled|REMBRANDT HARMENSZOON VAN RIJN|Dec 10, 2014|3,000 - 5,000 USD|1,875 USD|images/rembrandt_harmenszoon_van_rijn/98a723558da74e10b3f8ab38bc47b9a9.jpg|
24|2D||Oil|Panel|Unknown|10.5 x 8.125 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/941a6e091fb07c00d50fc4e186491004.jpg|Portrait of a man, half-length, in a red fur-lined cloak|REMBRANDT HARMENSZOON VAN RIJN|Oct 1, 2014|2,429 - 3,239 USD|2,429 USD|images/rembrandt_harmenszoon_van_rijn/941a6e091fb07c00d50fc4e186491004.jpg|
25|2D||Oil|Canvas|Unknown|24.375 x 20 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/8606c73070fea12e2c3e936534df7e17.jpg|Head of a bearded man|REMBRANDT HARMENSZOON VAN RIJN|Jul 8, 2014|6,847 - 10,270 USD|8,559 USD|images/rembrandt_harmenszoon_van_rijn/8606c73070fea12e2c3e936534df7e17.jpg|
26|2D||Oil|Canvas|Unknown|96.4 x 75.2 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/feaa5a74bc6b70f0f8f1b0a0ae75aa08.jpg|"PORTRAIT
 OF A MAN SEATED THREE-QUARTER LENGTH POSSIBLY THE SCHOOLMASTER AND
 CALLIGRAPHER LIEVEN WILLEMSZ. VAN COPPENOL (CIRCA - CIRCA 1671)"|REMBRANDT HARMENSZOON VAN RIJN|Apr 30, 2014|33,658 - 50,487 USD|175,863 USD|images/rembrandt_harmenszoon_van_rijn/feaa5a74bc6b70f0f8f1b0a0ae75aa08.jpg|
27|2D||Oil|Panel|Unknown|9.25 x 7 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/b358d95a1e7fa4aa27ca96f0e2d4dc4b.jpg|PORTRAIT STUDY OF A MAN WITH A RED CAP|REMBRANDT HARMENSZOON VAN RIJN|Jan 31, 2014|8,000 - 12,000 USD|30,000 USD|images/rembrandt_harmenszoon_van_rijn/b358d95a1e7fa4aa27ca96f0e2d4dc4b.jpg|
28|2D||Red Chalk, Pen, Brown ink, Wash|Light Brown Paper|Unknown|116 x 116 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/6a0841add11a6e245ec8c089ac17da44.jpg|BEARDED OLD MAN LEANING ON A WINDOW SILL|REMBRANDT HARMENSZOON VAN RIJN|Jan 29, 2014|25,000 - 35,000 USD|75,000 USD|images/rembrandt_harmenszoon_van_rijn/6a0841add11a6e245ec8c089ac17da44.jpg|
29|2D|1644|Oil|Canvas|Yes|40.25 x 35 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/381ed33e860f1fba005f208eb1e4da6a.jpg|Man with a Sword|REMBRANDT HARMENSZOON VAN RIJN|Dec 3, 2013|3,283,200 - 4,924,800 USD|3,611,520 USD|images/rembrandt_harmenszoon_van_rijn/381ed33e860f1fba005f208eb1e4da6a.jpg|
30|2D||Oil|Panel|Unknown|30.125 x 25.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/f2d2089dceecf2061d4907a0e2a98e4e.jpg|Follower of Rembrandt Harmensz. van Rijn|REMBRANDT HARMENSZOON VAN RIJN|Oct 31, 2013|9,626 - 12,835 USD|19,052 USD|images/rembrandt_harmenszoon_van_rijn/f2d2089dceecf2061d4907a0e2a98e4e.jpg|
31|2D||Oil|Canvas|Unknown|34.25 x 32.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/dd7fb7fa065978f3b388ffa4c2142f26.jpg|Follower of Rembrandt Harmensz. van Rijn|REMBRANDT HARMENSZOON VAN RIJN|Oct 31, 2013|6,417 - 9,626 USD|19,052 USD|images/rembrandt_harmenszoon_van_rijn/dd7fb7fa065978f3b388ffa4c2142f26.jpg|
32|2D||Oil|Panel|Yes|8 x 7.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a39dde3ce351ee779971011e577bd134.jpg|Head of a bearded man|REMBRANDT HARMENSZOON VAN RIJN|Jul 2, 2013|45,519 - 75,865 USD|90,241 USD|images/rembrandt_harmenszoon_van_rijn/a39dde3ce351ee779971011e577bd134.jpg|
33|2D||Plate Tone|Paper|Unknown|197 x 149 mm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/91ee000899a8ebee42cae6a701de4869.jpg|JAN LUTMA, GOLDSMITH (B., HOLL. 276; H. 290; BB. 56-C)|REMBRANDT HARMENSZOON VAN RIJN|Mar 19, 2013|10,586 - 13,611 USD|34,029 USD|images/rembrandt_harmenszoon_van_rijn/91ee000899a8ebee42cae6a701de4869.jpg|
34|2D||Oil|Panel|Unknown|26 x 19 cm||Portrait of an old man|REMBRANDT HARMENSZOON VAN RIJN|Nov 28, 2012|0 - 0 USD|271 USD||
35|2D||Oil|Canvas|Unknown|107 x 80 cm|https://artbnk-art-resized-images.s3.amazonaws.com/w526/cec022f1be6b396874fbb814972e28de.jpg|Untitled|REMBRANDT HARMENSZOON VAN RIJN|Oct 31, 2012|0 - 0 USD|423 USD|images/rembrandt_harmenszoon_van_rijn/cec022f1be6b396874fbb814972e28de.jpg|
36|2D||Oil|Canvas|Unknown|34.25 x 32.25 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/d5400c3a36afd1b22c6b61d65021a339.jpg|Follower of Rembrandt Harmensz. van Rijn|REMBRANDT HARMENSZOON VAN RIJN|Oct 24, 2012|11,207 - 16,011 USD|40,027 USD|images/rembrandt_harmenszoon_van_rijn/d5400c3a36afd1b22c6b61d65021a339.jpg|
37|2D||Oil|Canvas|Unknown|24 x 19 inch|https://artbnk-art-resized-images.s3.amazonaws.com/w526/a6de531f61e9aaab5514dcb42ed11666.jpg|PORTRAIT OF KING UZZIAH|REMBRANDT HARMENSZOON VAN RIJN|Oct 11, 2012|2,000 - 3,000 USD|1,500 USD|images/rembrandt_harmenszoon_van_rijn/a6de531f61e9aaab5514dcb42ed11666.jpg|
38|2D||Oil|Canvas|Unknown|71.2 x 62.1 cm||Portrait of a rabbi|REMBRANDT HARMENSZOON VAN RIJN|May 30, 2012|0 - 0 USD|847 USD||
